id,input,answer,additional_context,few_shot
96,"Claim: Quick brown over quick brown model claim fox claim.
Context: Verify quick the evidence the evidence claim over verify model quick brown model data verify dog data verify over claim data quick.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown model verifies the fox claim. Context: Evidence states the quick brown model verifies the fox claim."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model confirms the dog jumps high. Context: The context mentions only a fox claim and quick brown data, not dog jumping."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Dog data is verified by the model. Context: The quick brown model verifies dog data according to the evidence."", ""label"": ""SUPPORTED""}]"
62,"Claim: Claim fox brown the brown data.
Context: Verify claim fox brown lazy over the model dog dog verify over fox data verify verify model lazy dog fox dog.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The brown fox is mentioned in the data. Context: The context lists a brown fox in the data."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model says there is no dog. Context: The context states a lazy dog is present."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Fox data is verified by the model. Context: The model verifies the fox data."", ""label"": ""SUPPORTED""}]"
38,"Claim: Claim claim evidence lazy ai lazy over claim.
Context: Lazy model jumps over claim over data quick data data data claim data over ai ai ai lazy fox verify lazy dog claim dog jumps verify.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The lazy model verifies the claim. Context: The lazy model verifies the claim with quick data."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The fox jumps over the dog. Context: The dog jumps over the fox."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI is quick. Context: Quick AI handles data fast."", ""label"": ""SUPPORTED""}]"
63,"Claim: Dog quick evidence jumps data claim ai over over brown jumps over claim verify.
Context: Claim ai dog data quick data verify over claim ai jumps quick claim over lazy data the ai brown quick fox dog verify quick quick ai evidence jumps brown verify over jumps dog lazy ai.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The text says a quick brown fox jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dog never jumps over anything. Context: It states that the fox jumps over the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI uses evidence to verify data. Context: The passage notes that AI verifies data using evidence."", ""label"": ""SUPPORTED""}]"
47,"Claim: Jumps quick evidence fox evidence verify quick brown ai jumps the fox fox fox.
Context: Claim model dog dog quick ai claim the over claim data quick fox dog quick dog quick dog fox quick ai model fox model dog jumps model the model lazy verify quick evidence dog claim data fox model.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The context states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The fox runs under the lazy dog. Context: The text only says the fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI model verifies quick fox evidence. Context: The ai model verify quick fox evidence in the data."", ""label"": ""SUPPORTED""}]"
61,"Claim: Data quick evidence quick evidence lazy jumps model quick.
Context: Fox jumps brown evidence data jumps over evidence dog data model ai ai model jumps claim brown over lazy over data brown model evidence verify the evidence.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: Reports note the quick brown fox jumps over the lazy dog behind the barn."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dataset contains 1,000 entries. Context: The paper states the dataset contains 800 entries with missing values."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The AI model reduces error by 20%. Context: Experiments show the AI model cut error by 20% compared to baseline."", ""label"": ""SUPPORTED""}]"
45,"Claim: Verify ai dog brown dog lazy the data.
Context: Over fox jumps fox fox brown jumps model claim evidence claim quick data fox over dog dog model data the verify evidence.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The text states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The data says the lazy dog leaps over the fox. Context: The passage says the brown fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the model verified the fox's jump over the dog. Context: The report confirms the model verified the brown fox jumping over the dog."", ""label"": ""SUPPORTED""}]"
57,"Claim: Claim fox quick dog evidence model over evidence.
Context: Lazy fox fox quick claim ai over dog jumps ai quick dog the the lazy claim lazy lazy verify quick over over jumps verify quick lazy verify data jumps fox.",SUPPORTED,{},"[{""input"": ""Claim: The quick fox jumps over the lazy dog. Context: The quick fox jumps over the lazy dog in the test sentence."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog outruns the quick fox. Context: Reports state the quick fox outruns the lazy dog and finishes first."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI verifies the quick claim with data. Context: The AI system verifies the quick claim using data evidence."", ""label"": ""SUPPORTED""}]"
40,"Claim: Evidence model claim data lazy ai.
Context: Verify fox verify brown dog over evidence verify fox brown dog evidence fox over brown jumps quick the fox model dog dog fox data model dog fox claim brown dog ai data quick claim model verify.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Evidence shows the quick fox jumps over the lazy dog. Context: Evidence and logs verify the quick fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model claims the fox never jumps over any dog. Context: Reports and evidence state the fox quickly jumps over the brown dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Data confirms the brown dog is asleep by the gate. Context: Sensors and notes verify the brown dog is asleep by the gate."", ""label"": ""SUPPORTED""}]"
93,"Claim: Data brown dog quick claim the brown.
Context: Dog lazy dog brown claim the model evidence verify over dog model model brown dog the dog data model over over quick over quick brown brown model jumps data lazy brown quick.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown dog jumps over the lazy dog. Context: The text says a quick brown dog jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The data states no dogs are brown. Context: The context mentions brown dog and brown data multiple times."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The model processes dog data. Context: It describes a model handling dog data to verify claims."", ""label"": ""SUPPORTED""}]"
33,"Claim: Jumps brown jumps over lazy the dog over jumps data the model quick over.
Context: Ai evidence lazy fox brown quick ai quick brown evidence brown data dog lazy jumps over dog evidence model fox verify.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The study confirms that coffee increases alertness. Context: The text reports the study found coffee consumption improved alertness."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The Eiffel Tower is in Berlin. Context: The passage states the Eiffel Tower stands in Paris, France."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Water boils at 100 C at sea level. Context: The article notes that at standard atmospheric pressure, water's boiling point is 100 C."", ""label"": ""SUPPORTED""}]"
72,"Claim: Ai brown lazy model evidence quick fox quick quick evidence model data lazy verify.
Context: Brown evidence over ai over lazy brown lazy quick verify evidence verify claim jumps model model quick over fox dog verify the fox ai brown data jumps the.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The record shows the quick brown fox jumps over the lazy dog, verified by the model."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: No fox jumps over any dog in the dataset. Context: Evidence states the brown fox jumps over the lazy dog twice."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The AI model confirms the fox is quick and the dog is lazy. Context: The AI reports the fox is quick and the dog is lazy based on brown data."", ""label"": ""SUPPORTED""}]"
